s	pop	continental_pop	sex_karyotype
NA18616	chb	eas	XX
NA18617	chb	eas	XX
NA18618	chb	eas	XX
NA18619	chb	eas	XX
NA18620	chb	eas	XY
NA18621	chb	eas	XY
NA18622	chb	eas	XY
NA18623	chb	eas	XY
NA18624	chb	eas	XY
NA18625	chb	eas	XX
NA18626	chb	eas	XX
NA18627	chb	eas	XX
NA18628	chb	eas	XX
NA18629	chb	eas	XY
NA18630	chb	eas	XX
NA18631	chb	eas	XX
NA18632	chb	eas	XY
NA18633	chb	eas	XY
NA18634	chb	eas	XX
NA18635	chb	eas	XY
NA18636	chb	eas	XY
NA18638	chb	eas	XY
NA18639	chb	eas	XY
NA18640	chb	eas	XX
NA18641	chb	eas	XX
NA18642	chb	eas	XX
NA18643	chb	eas	XY
NA18644	chb	eas	XX
NA18645	chb	eas	XY
NA18646	chb	eas	XX
NA18647	chb	eas	XY
NA18648	chb	eas	XY
NA18740	chb	eas	XY
NA18745	chb	eas	XY
NA18747	chb	eas	XY
NA18748	chb	eas	XY
NA18749	chb	eas	XY
NA18757	chb	eas	XY
NA18852	yri	afr	XX
NA18853	yri	afr	XY
NA18854	yri	afr	XY
NA18855	yri	afr	XX
NA18856	yri	afr	XY
NA18857	yri	afr	XY
NA18858	yri	afr	XX
NA18859	yri	afr	XY
NA18860	yri	afr	XY
NA18861	yri	afr	XX
NA18862	yri	afr	XY
NA18863	yri	afr	XY
NA18865	yri	afr	XY
NA18867	yri	afr	XX
NA18868	yri	afr	XY
NA18869	yri	afr	XY
NA18870	yri	afr	XX
NA18871	yri	afr	XY
NA18872	yri	afr	XY
NA18873	yri	afr	XX
NA18874A	yri	afr	XY
NA18875	yri	afr	XX
NA18876	yri	afr	XX
NA18877	yri	afr	XY
NA18878	yri	afr	XX
NA18879	yri	afr	XY
NA18881	yri	afr	XX
NA18906	yri	afr	XX
NA18907	yri	afr	XX
NA18908	yri	afr	XY
NA18909	yri	afr	XX
NA18910	yri	afr	XY
NA18911	yri	afr	XY
NA18912	yri	afr	XX
NA18913	yri	afr	XY
NA18914	yri	afr	XY
NA18915	yri	afr	XY
NA18916	yri	afr	XX
NA18917	yri	afr	XY
NA18923	yri	afr	XY
NA18924	yri	afr	XX
NA18925	yri	afr	XY
NA18930	yri	afr	XX
NA18933	yri	afr	XX
NA18934	yri	afr	XY
NA18935	yri	afr	XY
NA18939	jpt	eas	XX
NA18940	jpt	eas	XY
NA18941	jpt	eas	XX
NA18942	jpt	eas	XX
NA18943	jpt	eas	XY
NA18944	jpt	eas	XY
NA18945	jpt	eas	XY
NA18946	jpt	eas	XX
NA18947	jpt	eas	XX
NA18948	jpt	eas	XY
NA18949	jpt	eas	XX
NA18950	jpt	eas	XX
NA18951	jpt	eas	XX
NA18952	jpt	eas	XY
NA18953	jpt	eas	XY
NA18954	jpt	eas	XX
NA18956	jpt	eas	XX
NA18957	jpt	eas	XX
NA18959	jpt	eas	XY
NA18960	jpt	eas	XY
NA18961	jpt	eas	XY
NA18962	jpt	eas	XY
NA18963	jpt	eas	XX
NA18964	jpt	eas	XX
NA18965	jpt	eas	XY
NA18966	jpt	eas	XY
NA18967	jpt	eas	XY
NA18968	jpt	eas	XX
NA18969	jpt	eas	XX
NA18970	jpt	eas	XY
NA18971	jpt	eas	XY
NA18972	jpt	eas	XX
NA18973	jpt	eas	XX
NA18974	jpt	eas	XY
NA18975	jpt	eas	XX
NA18976	jpt	eas	XX
NA18977	jpt	eas	XY
NA18979	jpt	eas	XX
NA18980	jpt	eas	XX
NA18981	jpt	eas	XX
NA18982	jpt	eas	XY
NA18983	jpt	eas	XY
NA18984	jpt	eas	XY
NA18985	jpt	eas	XY
NA18986	jpt	eas	XY
NA18987	jpt	eas	XX
NA18988	jpt	eas	XY
NA18989	jpt	eas	XY
NA18990	jpt	eas	XY
NA18991	jpt	eas	XX
NA18992	jpt	eas	XX
NA18993	jpt	eas	XX
NA18994	jpt	eas	XY
NA18995	jpt	eas	XY
NA18997	jpt	eas	XX
NA18998	jpt	eas	XX
NA18999	jpt	eas	XX
NA19000	jpt	eas	XY
NA19001	jpt	eas	XX
NA19002	jpt	eas	XX
NA19003	jpt	eas	XX
NA19004	jpt	eas	XY
NA19005	jpt	eas	XY
NA19006	jpt	eas	XY
NA19007	jpt	eas	XY
NA19009	jpt	eas	XY
NA19010	jpt	eas	XX
NA19011	jpt	eas	XX
NA19012	jpt	eas	XY
NA19017	lwk	afr	XX
NA19019	lwk	afr	XX
NA19020	lwk	afr	XY
NA19023	lwk	afr	XX
NA19026	lwk	afr	XY
NA19027	lwk	afr	XY
NA19035	lwk	afr	XY
NA19038	lwk	afr	XX
NA19041	lwk	afr	XY
NA19042	lwk	afr	XX
NA19043	lwk	afr	XY
NA19055	jpt	eas	XY
NA19056	jpt	eas	XY
NA19057	jpt	eas	XX
NA19058	jpt	eas	XY
NA19059	jpt	eas	XX
NA19060	jpt	eas	XY
NA19062	jpt	eas	XY
NA19063	jpt	eas	XY
NA19064	jpt	eas	XX
NA19065	jpt	eas	XX
NA19066	jpt	eas	XY
NA19067	jpt	eas	XY
NA19068	jpt	eas	XY
NA19070	jpt	eas	XY
NA19072	jpt	eas	XY
NA19074	jpt	eas	XX
NA19075	jpt	eas	XY
NA19076	jpt	eas	XY
NA19077	jpt	eas	XX
NA19078	jpt	eas	XX
NA19079	jpt	eas	XY
NA19080	jpt	eas	XX
NA19081	jpt	eas	XX
NA19082	jpt	eas	XY
NA19083	jpt	eas	XY
NA19084	jpt	eas	XX
NA19085	jpt	eas	XY
NA19086	jpt	eas	XY
NA19087	jpt	eas	XX
NA19088	jpt	eas	XY
NA19089	jpt	eas	XY
NA19090	jpt	eas	XX
NA19091	jpt	eas	XY
NA19092	yri	afr	XY
NA19093	yri	afr	XX
NA19094	yri	afr	XX
NA19095	yri	afr	XX
NA19096	yri	afr	XY
NA19097	yri	afr	XX
NA19098	yri	afr	XY
NA19099	yri	afr	XX
NA19100	yri	afr	XX
NA19101	yri	afr	XY
NA19102	yri	afr	XX
NA19103	yri	afr	XY
NA19107	yri	afr	XY
NA19108	yri	afr	XX
NA19109	yri	afr	XX
NA19113	yri	afr	XY
NA19114	yri	afr	XX
NA19115	yri	afr	XX
NA19116	yri	afr	XX
NA19117	yri	afr	XY
NA19118	yri	afr	XX
NA19119	yri	afr	XY
NA19120	yri	afr	XY
NA19121	yri	afr	XY
NA19122	yri	afr	XX
NA19123	yri	afr	XY
NA19127	yri	afr	XX
NA19128	yri	afr	XY
NA19129	yri	afr	XX
NA19130	yri	afr	XY
NA19131	yri	afr	XX
NA19132	yri	afr	XX
NA19137	yri	afr	XX
NA19138	yri	afr	XY
NA19139	yri	afr	XY
NA19140	yri	afr	XX
NA19141	yri	afr	XY
NA19142	yri	afr	XY
NA19143	yri	afr	XX
NA19144	yri	afr	XY
NA19145	yri	afr	XY
NA19146	yri	afr	XY
NA19147	yri	afr	XX
NA19148	yri	afr	XX
NA19149	yri	afr	XX
NA19150	yri	afr	XY
NA19151	yri	afr	XX
NA19152	yri	afr	XX
NA19153	yri	afr	XY
NA19154	yri	afr	XY
NA19159	yri	afr	XX
NA19160	yri	afr	XY
NA19161	yri	afr	XY
NA19171	yri	afr	XY
NA19172	yri	afr	XX
NA19173	yri	afr	XY
NA19174	yri	afr	XY
NA19175	yri	afr	XY
NA19177	yri	afr	XY
NA19185	yri	afr	XX
NA19186	yri	afr	XY
NA19197	yri	afr	XX
NA19198	yri	afr	XY
NA19199	yri	afr	XX
NA19200	yri	afr	XY
NA19201	yri	afr	XX
NA19202	yri	afr	XX
NA19203	yri	afr	XY
NA19204	yri	afr	XX
NA19205	yri	afr	XY
NA19206	yri	afr	XX
NA19207	yri	afr	XY
NA19208	yri	afr	XY
NA19209	yri	afr	XX
NA19210	yri	afr	XY
NA19211	yri	afr	XY
NA19213	yri	afr	XY
NA19214	yri	afr	XX
NA19215	yri	afr	XX
NA19221	yri	afr	XX
NA19222	yri	afr	XX
NA19223	yri	afr	XY
NA19224	yri	afr	XY
NA19225	yri	afr	XX
NA19235	yri	afr	XX
NA19236	yri	afr	XY
NA19237	yri	afr	XX
NA19240	yri	afr	XX
NA19247	yri	afr	XX
NA19248	yri	afr	XY
NA19249	yri	afr	XY
NA19256	yri	afr	XY
NA19257	yri	afr	XX
NA19258	yri	afr	XY
NA19309	lwk	afr	XY
NA19312	lwk	afr	XY
NA19315	lwk	afr	XX
NA19318	lwk	afr	XY
NA19320	lwk	afr	XX
NA19321	lwk	afr	XX
NA19323	lwk	afr	XX
NA19327	lwk	afr	XX
NA19331	lwk	afr	XY
NA19334	lwk	afr	XY
NA19338	lwk	afr	XX
NA19346	lwk	afr	XY
NA19347	lwk	afr	XY
NA19350	lwk	afr	XY
NA19351	lwk	afr	XX
NA19355	lwk	afr	XX
NA19360	lwk	afr	XY
NA19372	lwk	afr	XY
NA19375	lwk	afr	XY
NA19377	lwk	afr	XX
NA19378	lwk	afr	XX
NA19379	lwk	afr	XX
NA19380	lwk	afr	XY
NA19384	lwk	afr	XY
NA19385	lwk	afr	XY
NA19391	lwk	afr	XX
NA19393	lwk	afr	XY
NA19394	lwk	afr	XY
NA19397	lwk	afr	XY
NA19399	lwk	afr	XX
NA19401	lwk	afr	XX
NA19403	lwk	afr	XX
NA19404	lwk	afr	XX
NA19428	lwk	afr	XY
NA19429	lwk	afr	XY
NA19431	lwk	afr	XX
NA19434	lwk	afr	XX
NA19435	lwk	afr	XX
NA19436	lwk	afr	XX
NA19437	lwk	afr	XX
NA19438	lwk	afr	XX
NA19439	lwk	afr	XX
NA19440	lwk	afr	XX
NA19445	lwk	afr	XX
NA19446	lwk	afr	XX
NA19451	lwk	afr	XY
NA19454	lwk	afr	XY
NA19455	lwk	afr	XY
NA19456	lwk	afr	XX
NA19457	lwk	afr	XX
NA19461	lwk	afr	XY
NA19462	lwk	afr	XX
NA19463	lwk	afr	XX
NA19466	lwk	afr	XY
NA19467	lwk	afr	XX
NA19468	lwk	afr	XX
NA19473	lwk	afr	XX
NA19625	asw	amr	XX
NA19648	mxl	amr	XX
NA19649	mxl	amr	XY
NA19650	mxl	amr	XY
NA19651	mxl	amr	XX
NA19652	mxl	amr	XY
NA19653	mxl	amr	XX
NA19654	mxl	amr	XX
NA19655	mxl	amr	XY
NA19656	mxl	amr	XX
NA19657	mxl	amr	XX
NA19658	mxl	amr	XY
NA19659	mxl	amr	XX
NA19660	mxl	amr	XX
NA19661	mxl	amr	XY
NA19662	mxl	amr	XX
NA19663	mxl	amr	XX
NA19664	mxl	amr	XY
NA19665	mxl	amr	XX
NA19669	mxl	amr	XX
NA19670	mxl	amr	XY
NA19671	mxl	amr	XX
NA19675	mxl	amr	XX
NA19676	mxl	amr	XY
NA19677	mxl	amr	XX
NA19678	mxl	amr	XX
NA19679	mxl	amr	XY
NA19680	mxl	amr	XX
NA19681	mxl	amr	XX
NA19682	mxl	amr	XY
NA19683	mxl	amr	XX
NA19685	mxl	amr	XY
NA19686	mxl	amr	XX
NA19700	asw	afr	XY
NA19701	asw	afr	XX
NA19702	asw	afr	XY
NA19703	asw	afr	XY
NA19704	asw	afr	XX
NA19705	asw	afr	XY
NA19707	asw	afr	XX
NA19711	asw	afr	XY
NA19712	asw	afr	XX
NA19713	asw	afr	XX
NA19716	mxl	amr	XX
NA19717	mxl	amr	XY
NA19718	mxl	amr	XX
NA19719	mxl	amr	XX
NA19720	mxl	amr	XY
NA19721	mxl	amr	XX
NA19725	mxl	amr	XX
NA19726	mxl	amr	XY
NA19727	mxl	amr	XY
NA19728	mxl	amr	XX
NA19729	mxl	amr	XY
NA19730	mxl	amr	XX
NA19731	mxl	amr	XX
NA19732	mxl	amr	XY
NA19733	mxl	amr	XX
NA19734	mxl	amr	XX
NA19735	mxl	amr	XY
NA19740	mxl	amr	XX
NA19741	mxl	amr	XY
NA19746	mxl	amr	XX
NA19747	mxl	amr	XY
NA19748	mxl	amr	XX
NA19749	mxl	amr	XX
NA19750	mxl	amr	XY
NA19751	mxl	amr	XY
NA19752	mxl	amr	XX
NA19755	mxl	amr	XX
NA19756	mxl	amr	XY
NA19757	mxl	amr	XY
NA19758	mxl	amr	XX
NA19759	mxl	amr	XY
NA19760	mxl	amr	XX
NA19761	mxl	amr	XX
NA19762	mxl	amr	XY
NA19763	mxl	amr	XX
NA19764	mxl	amr	XX
NA19770	mxl	amr	XX
NA19771	mxl	amr	XY
NA19772	mxl	amr	XY
NA19773	mxl	amr	XX
NA19774	mxl	amr	XY
NA19775	mxl	amr	XX
NA19776	mxl	amr	XX
NA19777	mxl	amr	XY
NA19778	mxl	amr	XY
NA19782	mxl	amr	XX
NA19783	mxl	amr	XY
NA19784	mxl	amr	XY
NA19785	mxl	amr	XX
NA19786	mxl	amr	XY
NA19787	mxl	amr	XY
NA19788	mxl	amr	XX
NA19789	mxl	amr	XY
NA19790	mxl	amr	XX
NA19792	mxl	amr	XY
NA19794	mxl	amr	XX
NA19795	mxl	amr	XY
NA19796	mxl	amr	XY
NA19834	asw	afr	XY
NA19835	asw	afr	XX
NA19836	asw	afr	XX
NA19900	asw	afr	XY
NA19901	asw	afr	XX
NA19902	asw	afr	XX
NA19904	asw	afr	XY
NA19908	asw	afr	XY
NA19909	asw	afr	XX
NA19913	asw	afr	XX
NA19914	asw	afr	XX
NA19919	asw	afr	XY
NA19920	asw	afr	XY
NA19921	asw	oth	XX
NA19922	asw	afr	XY
NA19923	asw	afr	XX
NA19924	asw	afr	XX
NA19982	asw	afr	XY
NA19983	asw	afr	XX
NA19984	asw	afr	XY
NA20126	asw	afr	XY
NA20127	asw	afr	XX
NA20128	asw	afr	XX
NA20129	asw	afr	XX
NA20276	asw	afr	XX
NA20279	asw	afr	XY
NA20281	asw	afr	XY
NA20282	asw	afr	XX
NA20287	asw	afr	XX
NA20289	asw	afr	XX
NA20291	asw	afr	XY
NA20294	asw	afr	XX
NA20296	asw	afr	XX
NA20298	asw	afr	XY
NA20314	asw	amr	XX
NA20317	asw	afr	XX
NA20318	asw	afr	XY
NA20320	asw	afr	XX
NA20321	asw	afr	XX
NA20332	asw	afr	XX
NA20334	asw	afr	XX
NA20339	asw	afr	XX
NA20340	asw	afr	XY
NA20342	asw	afr	XY
NA20346	asw	afr	XY
NA20348	asw	afr	XY
NA20351	asw	afr	XY
NA20355	asw	afr	XX
NA20356	asw	afr	XY
NA20357	asw	afr	XX
NA20358	asw	afr	XY
NA20359	asw	afr	XX
NA20362	asw	afr	XY
NA20412	asw	afr	XX
NA20502	tsi	nfe	XX
NA20503	tsi	nfe	XX
NA20504	tsi	nfe	XX
NA20505	tsi	nfe	XX
NA20507	tsi	nfe	XX
NA20508	tsi	nfe	XX
NA20509	tsi	nfe	XY
NA20510	tsi	nfe	XY
NA20511	tsi	nfe	XY
NA20512	tsi	nfe	XY
NA20513	tsi	nfe	XY
NA20514	tsi	nfe	XX
NA20515	tsi	nfe	XY
NA20516	tsi	nfe	XY
NA20517	tsi	nfe	XX
NA20518	tsi	nfe	XY
NA20519	tsi	nfe	XY
NA20520	tsi	nfe	XY
NA20521	tsi	nfe	XY
NA20522	tsi	nfe	XX
NA20524	tsi	nfe	XY
NA20525	tsi	nfe	XY
NA20527	tsi	nfe	XY
NA20528	tsi	nfe	XY
NA20529	tsi	nfe	XX
NA20531	tsi	nfe	XX
NA20532	tsi	nfe	XY
NA20534	tsi	nfe	XY
NA20535	tsi	nfe	XX
NA20536	tsi	nfe	XY
NA20538	tsi	nfe	XY
NA20539	tsi	nfe	XY
NA20540	tsi	nfe	XX
NA20541	tsi	nfe	XX
NA20542	tsi	nfe	XX
NA20543	tsi	nfe	XY
NA20544	tsi	nfe	XY
NA20581	tsi	nfe	XY
NA20582	tsi	nfe	XX
NA20585	tsi	nfe	XX
NA20586	tsi	nfe	XY
NA20587	tsi	nfe	XX
NA20588	tsi	nfe	XY
NA20589	tsi	nfe	XX
NA20752	tsi	nfe	XY
NA20753	tsi	nfe	XX
NA20754	tsi	nfe	XY
NA20755	tsi	nfe	XY
NA20756	tsi	nfe	XX
NA20757	tsi	nfe	XX
NA20758	tsi	nfe	XY
NA20759	tsi	nfe	XY
NA20760	tsi	nfe	XX
NA20761	tsi	nfe	XX
NA20762	tsi	nfe	XY
NA20763	tsi	nfe	XY
NA20764	tsi	nfe	XX
NA20765	tsi	nfe	XY
NA20766	tsi	nfe	XX
NA20767	tsi	nfe	XY
NA20768	tsi	nfe	XX
NA20769	tsi	nfe	XX
NA20770	tsi	nfe	XY
NA20771	tsi	nfe	XX
NA20772	tsi	nfe	XX
NA20773	tsi	nfe	XX
NA20774	tsi	nfe	XX
NA20775	tsi	nfe	XX
NA20778	tsi	nfe	XY
NA20783	tsi	nfe	XY
NA20785	tsi	nfe	XY
NA20786	tsi	nfe	XX
NA20787	tsi	nfe	XY
NA20790	tsi	nfe	XX
NA20792	tsi	nfe	XY
NA20795	tsi	nfe	XX
NA20796	tsi	nfe	XY
NA20797	tsi	nfe	XX
NA20798	tsi	nfe	XY
NA20799	tsi	nfe	XX
NA20800	tsi	nfe	XX
NA20801	tsi	nfe	XY
NA20802	tsi	nfe	XX
NA20803	tsi	nfe	XY
NA20804	tsi	nfe	XX
NA20805	tsi	nfe	XY
NA20806	tsi	nfe	XY
NA20807	tsi	nfe	XX
NA20808	tsi	nfe	XX
NA20809	tsi	nfe	XY
NA20810	tsi	nfe	XY
NA20811	tsi	nfe	XY
NA20812	tsi	nfe	XY
NA20813	tsi	nfe	XX
NA20814	tsi	nfe	XY
NA20815	tsi	nfe	XY
NA20818	tsi	nfe	XX
NA20819	tsi	nfe	XX
NA20821	tsi	nfe	XX
NA20822	tsi	nfe	XX
NA20826	tsi	nfe	XX
NA20827	tsi	nfe	XY
NA20828	tsi	nfe	XX
NA20845	gih	sas	XY
NA20846	gih	sas	XY
NA20847	gih	sas	XX
NA20849	gih	sas	XX
NA20850	gih	sas	XY
NA20851	gih	sas	XX
NA20852	gih	sas	XY
NA20853	gih	sas	XX
NA20854	gih	sas	XX
NA20856	gih	sas	XX
NA20858	gih	sas	XY
NA20859	gih	sas	XX
NA20861	gih	sas	XY
NA20862	gih	sas	XX
NA20863	gih	sas	XY
NA20864	gih	sas	XY
NA20866	gih	sas	XY
NA20867	gih	sas	XY
NA20868	gih	sas	XX
NA20869	gih	sas	XX
NA20870	gih	sas	XY
NA20872	gih	sas	XX
NA20874	gih	sas	XX
NA20875	gih	sas	XX
NA20876	gih	sas	XX
NA20877	gih	sas	XX
NA20878	gih	sas	XX
NA20881	gih	sas	XX
NA20882	gih	sas	XX
NA20884	gih	sas	XY
NA20885	gih	sas	XY
NA20886	gih	sas	XX
NA20887	gih	sas	XY
NA20888	gih	sas	XX
NA20889	gih	sas	XY
NA20890	gih	sas	XY
NA20891	gih	sas	XY
NA20892	gih	sas	XX
NA20894	gih	sas	XX
NA20895	gih	sas	XY
NA20896	gih	sas	XX
NA20897	gih	sas	XY
NA20899	gih	sas	XX
NA20900	gih	sas	XX
NA20901	gih	sas	XY
NA20902	gih	sas	XX
NA20903	gih	sas	XY
NA20904	gih	sas	XY
NA20905	gih	sas	XY
NA20906	gih	sas	XX
NA20908	gih	sas	XX
NA20910	gih	sas	XX
NA20911	gih	sas	XY
NA21086	gih	sas	XX
NA21087	gih	sas	XY
NA21088	gih	sas	XX
NA21089	gih	sas	XX
NA21090	gih	sas	XY
NA21091	gih	sas	XY
NA21092	gih	sas	XY
NA21093	gih	sas	XY
NA21094	gih	sas	XY
NA21095	gih	sas	XY
NA21097	gih	sas	XX
NA21098	gih	sas	XY
NA21099	gih	sas	XY
NA21100	gih	sas	XY
NA21101	gih	sas	XX
NA21102	gih	sas	XX
NA21103	gih	sas	XX
NA21104	gih	sas	XY
NA21105	gih	sas	XY
NA21106	gih	sas	XX
NA21107	gih	sas	XY
NA21108	gih	sas	XX
NA21109	gih	sas	XY
NA21110	gih	sas	XX
NA21111	gih	sas	XY
NA21112	gih	sas	XY
NA21113	gih	sas	XY
NA21114	gih	sas	XY
NA21115	gih	sas	XY
NA21116	gih	sas	XY
NA21117	gih	sas	XY
NA21118	gih	sas	XY
NA21119	gih	sas	XY
NA21120	gih	sas	XX
NA21122	gih	sas	XX
NA21123	gih	sas	XY
NA21124	gih	sas	XY
NA21125	gih	sas	XX
NA21126	gih	sas	XY
NA21127	gih	sas	XY
NA21128	gih	sas	XY
NA21129	gih	sas	XY
NA21130	gih	sas	XY
NA21133	gih	sas	XY
NA21135	gih	sas	XY
NA21137	gih	sas	XX
NA21141	gih	sas	XX
NA21142	gih	sas	XX
NA21143	gih	sas	XX
NA21144	gih	sas	XX
SS6004468	french	nfe	XY
SS6004470	mandenka	afr	XY
SS6004475	yoruba	afr	XY
SS6004476	karitiana	amr	XY
v3.1::HG00403	chs	eas	XY
v3.1::HG00405	chs	eas	XX
v3.1::HG00451	chs	eas	XY
v3.1::HG00452	chs	eas	XX
v3.1::HG00453	chs	eas	XX
v3.1::HG00512	chs	eas	XY
v3.1::HG00513	chs	eas	XX
v3.1::HG00514	chs	eas	XX
v3.1::HG00731	pur	amr	XY
v3.1::HG00732	pur	amr	XX
v3.1::HG00733	pur	amr	XX
v3.1::HG00736	pur	amr	XY
v3.1::HG00737	pur	amr	XX
v3.1::HG00738	pur	amr	XY
v3.1::HG01136	clm	amr	XY
v3.1::HG01138	clm	amr	XY
v3.1::HG01350	clm	amr	XY
v3.1::HG01351	clm	amr	XX
v3.1::HG01352	clm	amr	XX
v3.1::HG01776	ibs	nfe	XX
v3.1::HG01777	ibs	nfe	XY
v3.1::HG01778	ibs	nfe	XY
v3.1::HG01889	acb	afr	XX
v3.1::HG01890	acb	afr	XY
v3.1::HG01891	acb	afr	XX
v3.1::HG01917	pel	amr	XY
v3.1::HG01918	pel	amr	XX
v3.1::HG01919	pel	amr	XX
v3.1::HG02059	khv	eas	XX
v3.1::HG02060	khv	eas	XX
v3.1::HG02061	khv	eas	XY
v3.1::HG02068	khv	eas	XX
v3.1::HG02069	khv	eas	XX
v3.1::HG02070	khv	eas	XY
v3.1::HG02232	ibs	nfe	XX
v3.1::HG02233	ibs	nfe	XY
v3.1::HG02234	ibs	nfe	XY
v3.1::HG02259	pel	amr	XY
v3.1::HG02260	pel	amr	XX
v3.1::HG02261	pel	amr	XY
v3.1::HG02449	acb	afr	XY
v3.1::HG02450	acb	afr	XX
v3.1::HG02451	acb	afr	XX
v3.1::HG02657	pjl	sas	XY
v3.1::HG02658	pjl	sas	XX
v3.1::HG02659	pjl	sas	XX
v3.1::HG02816	gwd	afr	XY
v3.1::HG02817	gwd	afr	XX
v3.1::HG02818	gwd	afr	XX
v3.1::HG03240	gwd	afr	XY
v3.1::HG03241	gwd	afr	XX
v3.1::HG03242	gwd	afr	XY
v3.1::HG03300	esn	afr	XX
v3.1::HG03301	esn	afr	XY
v3.1::HG03302	esn	afr	XY
v3.1::HG03451	msl	afr	XY
v3.1::HG03452	msl	afr	XX
v3.1::HG03453	msl	afr	XX
v3.1::HG03484	msl	afr	XY
v3.1::HG03485	msl	afr	XX
v3.1::HG03486	msl	afr	XX
v3.1::HG03517	esn	afr	XX
v3.1::HG03518	esn	afr	XY
v3.1::HG03519	esn	afr	XY
v3.1::HG03624	pjl	sas	XY
v3.1::HG03625	pjl	sas	XX
v3.1::HG03626	pjl	sas	XX
v3.1::HG03688	stu	sas	XY
v3.1::HG03719	itu	sas	XX
v3.1::HG03722	itu	sas	XX
v3.1::HG03725	itu	sas	XY
v3.1::HG03814	beb	sas	XX
v3.1::HG03815	beb	sas	XY
v3.1::HG03816	beb	sas	XX
v3.1::HG03823	beb	sas	XX
v3.1::HG03825	beb	sas	XX
v3.1::HG03885	stu	sas	XY
v3.1::HG03886	stu	sas	XX
v3.1::HG03943	stu	sas	XY
v3.1::HG03944	stu	sas	XX
v3.1::HG03992	stu	sas	XY
v3.1::HG04198	itu	sas	XY
v3.1::HG04200	itu	sas	XX
v3.1::HG04217	itu	sas	XX
v3.1::NA12878	ceu	nfe	XX
v3.1::NA12891	ceu	nfe	XY
v3.1::NA19189	yri	afr	XY
v3.1::NA19190	yri	afr	XX
v3.1::NA19191	yri	afr	XY
v3.1::NA19238	yri	afr	XX
v3.1::NA19239	yri	afr	XY
v3.1::NA19722	mxl	amr	XX
v3.1::NA19723	mxl	amr	XY
v3.1::NA19724	mxl	amr	XY
v3.1::NA19779	mxl	amr	XX
v3.1::NA19780	mxl	amr	XY
v3.1::NA19781	mxl	amr	XX
v3.1::NA19818	asw	afr	XY
v3.1::NA19819	asw	afr	XX
v3.1::NA19828	asw	afr	XY
v3.1::NA19916	asw	afr	XY
v3.1::NA19917	asw	afr	XX
v3.1::NA19918	asw	afr	XY
